video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
WizLaDdsHUs,Alex The Analyst,Create the Perfect Data Analyst Resume | Free Templates!,"Building a great Resume is crucial to landing a job in the data world! In this video we walk through my tips on how to create a fantastic resume!

Resume Template: https://github.com/AlexTheAnalyst/AlexTheAnalyst/blob/master/Sample%20Resume.docx

2nd Resume Template: https://github.com/AlexTheAnalyst/AlexTheAnalyst/blob/master/Sample%20Resume%202.docx
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst resume', 'creating a resume', 'resume', 'resume for data analysis', 'resume for data analysts', 'how to create a resume', 'how to create a data analyst resume', 'resume for analysts']",2023-03-14T11:30:10Z,21553,911,,97,PT17M37S,hd,false
kB7FV-ijdqE,Alex The Analyst,Filtering Columns and Rows in Pandas | Python Pandas Tutorials,"In this series we will be walking through everything you need to know to get started in Pandas! In this video, we learn about Filtering and Ordering Dataframes in Pandas.

Datasets in GitHub: https://github.com/AlexTheAnalyst/PandasYouTubeSeries/blob/main/world_population.csv

Code in GitHub: https://github.com/AlexTheAnalyst/PandasYouTubeSeries/blob/main/Pandas%20101%20-%20Filtering%20and%20Ordering%20in%20Pandas.ipynb

Favorite Pandas Course:
Data Analysis with Pandas and Python - https://bit.ly/3KHMLlu
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Analysis and Visualization- https://bit.ly/3hhX4LX
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

0:00 Intro
0:11 Import Dataset
0:55 Filtering 
8:13 Order By
11:22 Outro

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas', 'pandas python', 'coding', 'filtering pandas', 'ordering pandas', 'how to filter in pandas', 'how to order in pandas', 'pandas order by', 'pandas filter', 'pandas loc', 'pandas iloc']",2023-03-07T12:30:30Z,8310,196,,25,PT11M49S,hd,false
dFA0E-6xT_M,Alex The Analyst,Data Analyst Q/A Livestream | March Livestream | Ask Me Anything!,"This is March's Livestream where you can come and ask me anything! 
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Analysis and Visualization- https://bit.ly/3hhX4LX
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

SUPPORT MY CHANNEL - PATREON/MERCH

🙌Patreon Page - https://www.patreon.com/AlexTheAnalyst

💻Alex The Analyst Shop - https://teespring.com/stores/alex-the-analyst-shop

____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",2023-03-02T16:27:46Z,9659,375,,32,PT1H28M16S,hd,false
dUpyC40cF6Q,Alex The Analyst,Reading in Files in Pandas | Python Pandas Tutorials,"In this series we will be walking through everything you need to know to get started in Pandas! In this video, we learn about Reading in Files in Pandas.

Datasets in GitHub: 
CSV -  https://bit.ly/3CH1h8E
TXT - https://bit.ly/3RGqm7X
JSON - https://bit.ly/3RMvJTk
EXCEL - https://bit.ly/3ClvRmW

Code in GitHub: https://github.com/AlexTheAnalyst/PandasYouTubeSeries/blob/main/Pandas%20101%20-%20Reading%20in%20Files.ipynb

Favorite Pandas Course:
Data Analysis with Pandas and Python - https://bit.ly/3KHMLlu
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Analysis and Visualization- https://bit.ly/3hhX4LX
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

0:00 Intro
0:58 Read in CSV File
7:39 Read in Txt File
8:53 Read in JSON File
9:32 Read in Excel File 
11:30 Looking at Max Rows/Columns
13:35 Looking at Data in DataFrame
18:05 Outro

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Pandas', 'pandas python', 'python pandas', 'pandas tutorials', 'pandas tutorial', 'reading in files', 'python read in files', 'pandas read in file']",2023-02-28T12:30:18Z,7149,241,,21,PT19M17S,hd,false
gs0FNQR0njI,Alex The Analyst,Building an Automated File Sorter in File Explorer using Python | Python Projects for Beginners,"In this tutorial we are going to walk through how to create a File Sorter using Python. This will allow us to automate the sorting of our files without having to drag and drop files into folders.

____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Analysis and Visualization- https://bit.ly/3hhX4LX
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams for Members and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python project', 'python project for beginners']",2023-02-21T12:32:29Z,9220,262,,34,PT16M51S,hd,false
C75TROiiEa0,Alex The Analyst,ChatGPT for Data Analysts | Best Use Cases + Analyzing a Dataset,"ChatGPT has a lot of use cases for Data Analysts! In this video we walk through my favorite things to use ChatGPT and we also take a look at how it can help us analyze data.

ChatGPT Link: https://openai.com/blog/chatgpt/

____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*


0:00 Intro
1:30 1. Explaining Code
3:33 2. Generate Code
8:15 3. Commenting Code
9:25 4. Create Data Dictionaries
11:13 5. Optimize Code
14:04 Analyzing Dataset
29:55 Outro","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Chat gpt', 'Chatgpt', 'Chatgpt for data analysis', 'data analyst using chatgpt', 'chatgpt 3.5', 'chatgpt for data analysts', 'data analyst chatgpt', 'chatgpt data analyst']",2023-02-14T12:30:08Z,187073,4358,,146,PT31M7S,hd,false
rGx1QNdYzvs,Alex The Analyst,FREE Data Analyst Bootcamp!!,"Link to Data Analyst Bootcamp Playlist: https://bit.ly/3HHqwcr

In this video we walk through the Free Data Analyst Bootcamp right here on my YouTube channel.

I'll walk through how to do it and how to earn the certification in the video :)
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst bootcamp', 'data analytics bootcamp', 'become a data nalyst', 'free bootcamp', 'free data bootcamp', 'free data analyst bootcamp']",2023-02-07T12:30:11Z,192414,12381,,851,PT6M52S,hd,false
CUBfrdDwznQ,Alex The Analyst,How to Become a Data Analyst in 2023 (Completely FREE!),"Here is my step by step process on how to become a Data Analyst in 2023!

1. Learn the Data Analyst Skills
📖Alex The Analyst SQL Playlist: http://bit.ly/3XTIUW8
📖Alex The Analyst Tableau Playlist: http://bit.ly/3HbMOCS
📖Alex The Analyst Power BI Playlist: http://bit.ly/3j1WQi0
📖Alex The Analyst Excel Playlist: http://bit.ly/3JfKFc1
📖Alex The Analyst Python Playlist: http://bit.ly/3JkeTe2

Other Resources:
📖Coursera Curriculum: https://youtu.be/DXwFsxCtukg
📖Udemy Curriculum: https://youtu.be/S76iS03nGis

2. Build Projects and a Portfolio

📖Alex The Analyst Guided Projects Playlist: http://bit.ly/3HbNaJI
📖Build a Portfolio Website FREE: https://youtu.be/ocdwh0KYeUs

3. Build a Data Analyst Resume

📖Alex The Analyst Resume Building: https://youtu.be/w25ZjL0OqT4

4. Applying to Jobs

📖Using LinkedIn to Reach Recruiters: https://youtu.be/7uH7_DThtX0

____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*


0:00 Intro
0:48 Learn the Skills
5:58 Build Projects + Portfolio
7:29 Building a Resume
8:39 Applying to Jobs
10:47 Timeframe for Each Step","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst 2023', 'how to become a data analyst', 'data analyst guide', 'guide to become a data analyst']",2023-01-31T12:30:06Z,193308,9393,,413,PT13M59S,hd,false
L-QnW_BZT3c,Alex The Analyst,Live Portfolio Review with Alex the Analyst!  | Live Webinar,"Today we’ll do a live portfolio review of a CareerFoundry data analytics graduate to see what makes a portfolio stand out. A big thanks to CareerFoundry for inviting me to take part in this webinar! 

Enroll in the CareerFoundry Data Analytics Program:
https://bit.ly/3GeFq9k

Enroll with the link above to get up to $1,500 USD off the Data Analytics Program until the end of January, 2023.

Book a call with a Program Advisor:
https://bit.ly/3InM8wn


Want to find out more about the CareerFoundry experience before taking the leap? Talk to a program advisor by booking a call today. They’ll help you figure out whether a career in data analytics is the right choice for you.

Free Course:
https://bit.ly/3GcnyMh


If you’re right at the beginning of your journey into data analytics, you can try out CareerFoundry’s free data analytics short course and put yourself in the shoes of a data analyst during a few short, interactive tutorials.

____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Analysis and Visualization- https://bit.ly/3hhX4LX
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

SUPPORT MY CHANNEL - PATREON/MERCH

🙌Patreon Page - https://www.patreon.com/AlexTheAnalyst

💻Alex The Analyst Shop - https://teespring.com/stores/alex-the-analyst-shop

____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",2023-01-25T17:14:49Z,13048,499,,20,PT1H10M17S,hd,false
S76iS03nGis,Alex The Analyst,DIY Data Analyst Curriculum using Udemy (Under $75),"Are you wanting to learn the skills to become a Data Analyst in 2023? Udemy is a fantastic place to look at one of the best values! In this video, we are going to walk through building your own curriculum using Udemy for under $75!

SQL:
SQL for Data Analysts (SSMS) - https://bit.ly/4027vJS
MySQL for Data Analysts - https://bit.ly/3HvEiA5

EXCEL:
Data Analysis with Excel Pivot Tables - https://bit.ly/3wsaWvT
Advanced Excel Formulas & Functions - https://bit.ly/3Dzmjq7

TABLEAU/POWER BI:
Hands-On Tableau Training for Data Science - https://bit.ly/3kIrihh
Power BI for Data Science - https://bit.ly/3kDceBG

PYTHON:
The Complete Python Bootcamp From Zero to Hero in Python - https://bit.ly/3H85yDn
Learning Python for Data Analysis and Visualization - https://bit.ly/3XRwy0z
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*

0:00 Intro
1:03 SQL Portion
3:37 Excel Portion
5:54 Power BI Portion
6:29 Tableau Portion
7:45 Python Portion
10:00 Total Price
12:05 Outro","['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'diy data analyst curriculum using udemy', 'udemy courses', 'best udemy courses', 'data analyst udemy', 'build your own courses on udemy', 'udemy']",2023-01-24T12:30:13Z,19706,877,,99,PT12M49S,hd,false
